"Cluster" "Outcome.Grp" "Outcome" "Trt.Grp" "Count" "Exposure"
"720.0-900.0" "Bdy-sys_6" "Adv-Ev_52" 2 25 41077.2255520415
"540.0-720.0" "Bdy-sys_14" "Adv-Ev_145" 4 36 79997.5811781258
"180.0-360.0" "Bdy-sys_12" "Adv-Ev_115" 4 77 150852.244082327
"720.0-900.0" "Bdy-sys_6" "Adv-Ev_48" 4 24 42306.6379990297
"0.0-180.0" "Bdy-sys_14" "Adv-Ev_134" 1 102 159122.329058551
"360.0-540.0" "Bdy-sys_14" "Adv-Ev_139" 1 79 112569.267623141
"0.0-180.0" "Bdy-sys_6" "Adv-Ev_44" 1 87 159327.383064775
"360.0-540.0" "Bdy-sys_10" "Adv-Ev_79" 2 61 118443.875652147
"0.0-180.0" "Bdy-sys_6" "Adv-Ev_48" 2 101 163892.141853818
"180.0-360.0" "Bdy-sys_14" "Adv-Ev_144" 1 68 142073.641145031
"900.0-1080.0" "Bdy-sys_1" "Adv-Ev_8" 2 7 11180.4177125543
"900.0-1080.0" "Bdy-sys_10" "Adv-Ev_78" 2 8 12600.0510500313
"720.0-900.0" "Bdy-sys_1" "Adv-Ev_4" 2 24 43986.0209120193
"0.0-180.0" "Bdy-sys_5" "Adv-Ev_40" 4 95 164669.519605706
"540.0-720.0" "Bdy-sys_6" "Adv-Ev_53" 1 35 73443.0068951616
"720.0-900.0" "Bdy-sys_13" "Adv-Ev_120" 2 23 43076.4172219373
"0.0-180.0" "Bdy-sys_13" "Adv-Ev_132" 2 100 164704.541091171
"720.0-900.0" "Bdy-sys_10" "Adv-Ev_83" 4 21 44751.5875984948
"360.0-540.0" "Bdy-sys_15" "Adv-Ev_147" 2 72 115396.611736392
"360.0-540.0" "Bdy-sys_6" "Adv-Ev_47" 3 88 119701.61468686
"540.0-720.0" "Bdy-sys_1" "Adv-Ev_8" 1 30 79603.2470209093
"720.0-900.0" "Bdy-sys_1" "Adv-Ev_6" 2 22 44496.3950802564
"720.0-900.0" "Bdy-sys_6" "Adv-Ev_44" 3 34 42844.1457085273
"180.0-360.0" "Bdy-sys_6" "Adv-Ev_52" 2 93 146545.395673284
"0.0-180.0" "Bdy-sys_10" "Adv-Ev_88" 1 93 158625.140934237
"540.0-720.0" "Bdy-sys_4" "Adv-Ev_30" 1 41 78413.6926834752
"540.0-720.0" "Bdy-sys_15" "Adv-Ev_150" 2 47 75185.8404726027
"900.0-1080.0" "Bdy-sys_5" "Adv-Ev_39" 1 6 12181.2193663181
"180.0-360.0" "Bdy-sys_4" "Adv-Ev_29" 4 79 148759.809401354
"180.0-360.0" "Bdy-sys_1" "Adv-Ev_10" 2 77 151648.276005237
"900.0-1080.0" "Bdy-sys_15" "Adv-Ev_151" 1 8 12609.3626324237
"900.0-1080.0" "Bdy-sys_7" "Adv-Ev_55" 2 7 12175.1694633512
"0.0-180.0" "Bdy-sys_10" "Adv-Ev_80" 1 78 160158.016727511
"540.0-720.0" "Bdy-sys_11" "Adv-Ev_108" 3 63 77640.0384290717
"720.0-900.0" "Bdy-sys_14" "Adv-Ev_136" 1 19 40049.0485669975
"180.0-360.0" "Bdy-sys_8" "Adv-Ev_61" 2 74 148011.193157631
"540.0-720.0" "Bdy-sys_5" "Adv-Ev_35" 3 49 79149.9213615245
"0.0-180.0" "Bdy-sys_9" "Adv-Ev_75" 3 92 166096.670200247
"360.0-540.0" "Bdy-sys_10" "Adv-Ev_81" 4 70 116240.118604722
"180.0-360.0" "Bdy-sys_1" "Adv-Ev_7" 2 97 149789.953301623
"180.0-360.0" "Bdy-sys_14" "Adv-Ev_134" 4 76 151749.496450226
"0.0-180.0" "Bdy-sys_11" "Adv-Ev_107" 2 83 165122.273958049
"720.0-900.0" "Bdy-sys_10" "Adv-Ev_89" 1 24 40543.2649063482
"0.0-180.0" "Bdy-sys_1" "Adv-Ev_7" 2 83 166549.816917786
"720.0-900.0" "Bdy-sys_2" "Adv-Ev_18" 4 33 45186.2997766268
"360.0-540.0" "Bdy-sys_10" "Adv-Ev_87" 1 70 112447.575417677
"0.0-180.0" "Bdy-sys_3" "Adv-Ev_23" 4 176 158139.055317832
"180.0-360.0" "Bdy-sys_13" "Adv-Ev_121" 1 84 142979.765516958
"720.0-900.0" "Bdy-sys_13" "Adv-Ev_124" 2 29 43126.3556273529
"540.0-720.0" "Bdy-sys_14" "Adv-Ev_145" 3 46 79997.5811781258
"0.0-180.0" "Bdy-sys_10" "Adv-Ev_82" 4 90 165884.372822661
"360.0-540.0" "Bdy-sys_11" "Adv-Ev_105" 2 70 118739.560243367
"720.0-900.0" "Bdy-sys_14" "Adv-Ev_133" 2 20 43679.140633531
"540.0-720.0" "Bdy-sys_4" "Adv-Ev_28" 2 38 72607.691982819
"900.0-1080.0" "Bdy-sys_12" "Adv-Ev_115" 2 5 12724.0036533847
"720.0-900.0" "Bdy-sys_14" "Adv-Ev_134" 3 33 44233.4906092505
"360.0-540.0" "Bdy-sys_14" "Adv-Ev_145" 3 67 120798.465783068
"360.0-540.0" "Bdy-sys_4" "Adv-Ev_33" 3 77 116757.787654224
"720.0-900.0" "Bdy-sys_9" "Adv-Ev_75" 4 26 43723.5572393336
"180.0-360.0" "Bdy-sys_11" "Adv-Ev_95" 3 101 151490.739263981
"540.0-720.0" "Bdy-sys_6" "Adv-Ev_45" 1 29 78296.6520249502
"180.0-360.0" "Bdy-sys_4" "Adv-Ev_26" 1 85 144184.689097806
"540.0-720.0" "Bdy-sys_3" "Adv-Ev_25" 3 48 66884.823570528
"900.0-1080.0" "Bdy-sys_6" "Adv-Ev_49" 4 10 11278.1909184687
"720.0-900.0" "Bdy-sys_6" "Adv-Ev_49" 3 32 42168.6290854779
"540.0-720.0" "Bdy-sys_6" "Adv-Ev_47" 4 45 75728.7739071019
"360.0-540.0" "Bdy-sys_8" "Adv-Ev_61" 4 61 119078.708822868
"720.0-900.0" "Bdy-sys_9" "Adv-Ev_73" 4 19 42990.4970998331
"540.0-720.0" "Bdy-sys_8" "Adv-Ev_66" 3 54 72814.4859597091
"0.0-180.0" "Bdy-sys_9" "Adv-Ev_70" 3 102 165385.617726782
"540.0-720.0" "Bdy-sys_4" "Adv-Ev_28" 4 38 72607.691982819
"360.0-540.0" "Bdy-sys_13" "Adv-Ev_130" 3 80 114758.032592045
"180.0-360.0" "Bdy-sys_1" "Adv-Ev_9" 3 93 150593.477321146
"540.0-720.0" "Bdy-sys_9" "Adv-Ev_72" 1 38 78547.8820060241
"720.0-900.0" "Bdy-sys_13" "Adv-Ev_119" 1 25 41926.537059864
"900.0-1080.0" "Bdy-sys_6" "Adv-Ev_44" 1 5 12607.3631677037
"540.0-720.0" "Bdy-sys_5" "Adv-Ev_41" 3 46 78308.5736091747
"0.0-180.0" "Bdy-sys_14" "Adv-Ev_145" 2 84 165713.602485196
"0.0-180.0" "Bdy-sys_5" "Adv-Ev_38" 4 99 164555.102567712
"720.0-900.0" "Bdy-sys_11" "Adv-Ev_92" 3 32 43283.4427893819
"900.0-1080.0" "Bdy-sys_14" "Adv-Ev_144" 2 5 14080.8515061907
"0.0-180.0" "Bdy-sys_1" "Adv-Ev_3" 1 75 160773.042298742
"180.0-360.0" "Bdy-sys_13" "Adv-Ev_129" 2 95 150165.609954489
"540.0-720.0" "Bdy-sys_13" "Adv-Ev_128" 1 54 73597.7451604871
"720.0-900.0" "Bdy-sys_11" "Adv-Ev_100" 1 24 39266.7310328956
"720.0-900.0" "Bdy-sys_4" "Adv-Ev_30" 3 31 41196.0823239481
"720.0-900.0" "Bdy-sys_1" "Adv-Ev_9" 2 20 41676.8020388884
"180.0-360.0" "Bdy-sys_3" "Adv-Ev_25" 3 112 131071.514195749
"360.0-540.0" "Bdy-sys_13" "Adv-Ev_117" 1 60 117693.016067236
"0.0-180.0" "Bdy-sys_10" "Adv-Ev_86" 2 91 165331.741623753
"360.0-540.0" "Bdy-sys_10" "Adv-Ev_83" 1 79 116240.736597291
"0.0-180.0" "Bdy-sys_3" "Adv-Ev_23" 2 176 158139.055317832
"360.0-540.0" "Bdy-sys_1" "Adv-Ev_7" 2 51 119392.324837572
"540.0-720.0" "Bdy-sys_6" "Adv-Ev_43" 1 41 80804.4379506862
"900.0-1080.0" "Bdy-sys_5" "Adv-Ev_36" 4 6 10210.0196971471
"180.0-360.0" "Bdy-sys_5" "Adv-Ev_34" 1 78 146063.628490385
"720.0-900.0" "Bdy-sys_14" "Adv-Ev_135" 4 26 40807.5223592037
"180.0-360.0" "Bdy-sys_1" "Adv-Ev_5" 4 80 150403.784215104
"720.0-900.0" "Bdy-sys_13" "Adv-Ev_131" 2 21 44672.0747865614
"720.0-900.0" "Bdy-sys_11" "Adv-Ev_105" 3 30 44207.0246903818
"360.0-540.0" "Bdy-sys_13" "Adv-Ev_132" 1 73 113335.411014937
"720.0-900.0" "Bdy-sys_11" "Adv-Ev_100" 2 20 46035.0663640616
"540.0-720.0" "Bdy-sys_6" "Adv-Ev_44" 2 46 76972.3370881971
"900.0-1080.0" "Bdy-sys_1" "Adv-Ev_6" 2 7 12688.6688588696
"180.0-360.0" "Bdy-sys_2" "Adv-Ev_16" 2 74 150487.577775874
"540.0-720.0" "Bdy-sys_7" "Adv-Ev_60" 1 44 75856.1042804633
"360.0-540.0" "Bdy-sys_3" "Adv-Ev_19" 3 64 97710.4378029199
"900.0-1080.0" "Bdy-sys_3" "Adv-Ev_24" 1 2 12643.6368493426
"180.0-360.0" "Bdy-sys_1" "Adv-Ev_9" 1 69 148849.806710132
"720.0-900.0" "Bdy-sys_12" "Adv-Ev_112" 3 38 42536.2155748837
"360.0-540.0" "Bdy-sys_10" "Adv-Ev_87" 2 59 119297.372998928
"180.0-360.0" "Bdy-sys_12" "Adv-Ev_110" 4 79 146332.409161982
"720.0-900.0" "Bdy-sys_15" "Adv-Ev_153" 4 19 43012.4780605188
"540.0-720.0" "Bdy-sys_15" "Adv-Ev_152" 1 36 75279.6807959109
"360.0-540.0" "Bdy-sys_13" "Adv-Ev_121" 2 60 117753.107614455
"0.0-180.0" "Bdy-sys_1" "Adv-Ev_1" 3 113 163224.6442895
"540.0-720.0" "Bdy-sys_2" "Adv-Ev_12" 3 57 79545.3490476351
"0.0-180.0" "Bdy-sys_2" "Adv-Ev_11" 4 88 164899.098581052
"360.0-540.0" "Bdy-sys_10" "Adv-Ev_89" 1 71 116970.658301231
"180.0-360.0" "Bdy-sys_3" "Adv-Ev_19" 3 138 129656.587060987
"360.0-540.0" "Bdy-sys_9" "Adv-Ev_69" 2 63 115167.727765614
"720.0-900.0" "Bdy-sys_5" "Adv-Ev_40" 1 14 41594.6017407065
"720.0-900.0" "Bdy-sys_10" "Adv-Ev_80" 2 25 43865.8785418941
"540.0-720.0" "Bdy-sys_5" "Adv-Ev_39" 2 37 77448.4166334808
"0.0-180.0" "Bdy-sys_4" "Adv-Ev_33" 2 84 167007.591185356
"180.0-360.0" "Bdy-sys_13" "Adv-Ev_117" 1 71 144316.723750289
"720.0-900.0" "Bdy-sys_1" "Adv-Ev_1" 2 16 42555.9945838742
"540.0-720.0" "Bdy-sys_11" "Adv-Ev_95" 2 45 78106.0374079434
"540.0-720.0" "Bdy-sys_11" "Adv-Ev_90" 3 51 75314.2601943322
"540.0-720.0" "Bdy-sys_4" "Adv-Ev_29" 2 44 76994.7119323684
"360.0-540.0" "Bdy-sys_13" "Adv-Ev_120" 1 71 112781.628101683
"540.0-720.0" "Bdy-sys_13" "Adv-Ev_126" 3 48 74858.4764282581
"540.0-720.0" "Bdy-sys_1" "Adv-Ev_1" 1 34 74648.9007535142
"0.0-180.0" "Bdy-sys_10" "Adv-Ev_86" 1 90 159138.979853206
"360.0-540.0" "Bdy-sys_10" "Adv-Ev_76" 4 76 119061.960277959
"720.0-900.0" "Bdy-sys_5" "Adv-Ev_37" 2 20 43098.3577042185
"0.0-180.0" "Bdy-sys_14" "Adv-Ev_143" 4 101 164183.944717964
"180.0-360.0" "Bdy-sys_11" "Adv-Ev_101" 4 82 149266.26109964
"900.0-1080.0" "Bdy-sys_13" "Adv-Ev_118" 2 11 13419.1136036106
"0.0-180.0" "Bdy-sys_1" "Adv-Ev_3" 2 96 164387.842625365
"720.0-900.0" "Bdy-sys_11" "Adv-Ev_94" 3 35 44673.8584006883
"180.0-360.0" "Bdy-sys_10" "Adv-Ev_76" 4 79 149812.260173211
"720.0-900.0" "Bdy-sys_9" "Adv-Ev_73" 2 19 42990.4970998331
"720.0-900.0" "Bdy-sys_11" "Adv-Ev_93" 3 28 43377.1861645497
"900.0-1080.0" "Bdy-sys_13" "Adv-Ev_126" 4 6 11960.2884053585
"360.0-540.0" "Bdy-sys_1" "Adv-Ev_1" 1 71 114792.381244556
"180.0-360.0" "Bdy-sys_7" "Adv-Ev_55" 2 83 147893.488409834
"540.0-720.0" "Bdy-sys_5" "Adv-Ev_41" 4 36 78308.5736091747
"180.0-360.0" "Bdy-sys_10" "Adv-Ev_79" 2 95 148822.051612926
"180.0-360.0" "Bdy-sys_13" "Adv-Ev_127" 4 80 147525.709600012
"180.0-360.0" "Bdy-sys_14" "Adv-Ev_140" 3 88 150135.342855549
"0.0-180.0" "Bdy-sys_13" "Adv-Ev_131" 2 92 164525.24831373
"0.0-180.0" "Bdy-sys_10" "Adv-Ev_76" 1 80 160236.533812201
"720.0-900.0" "Bdy-sys_6" "Adv-Ev_50" 3 37 41911.4751673174
"180.0-360.0" "Bdy-sys_2" "Adv-Ev_18" 1 69 143740.22621468
"900.0-1080.0" "Bdy-sys_6" "Adv-Ev_53" 4 9 12630.3365870174
"0.0-180.0" "Bdy-sys_11" "Adv-Ev_92" 2 103 163440.302004621
"0.0-180.0" "Bdy-sys_3" "Adv-Ev_21" 2 188 156471.862030941
"360.0-540.0" "Bdy-sys_6" "Adv-Ev_47" 4 78 119701.61468686
"540.0-720.0" "Bdy-sys_13" "Adv-Ev_130" 4 58 72515.7478004629
"360.0-540.0" "Bdy-sys_1" "Adv-Ev_6" 2 65 116946.854031943
"180.0-360.0" "Bdy-sys_1" "Adv-Ev_5" 3 90 150403.784215104
"0.0-180.0" "Bdy-sys_9" "Adv-Ev_73" 4 106 163310.007105262
"360.0-540.0" "Bdy-sys_5" "Adv-Ev_39" 1 63 116328.254929243
"180.0-360.0" "Bdy-sys_13" "Adv-Ev_129" 4 95 150165.609954489
"360.0-540.0" "Bdy-sys_9" "Adv-Ev_74" 4 72 119179.906208254
"0.0-180.0" "Bdy-sys_1" "Adv-Ev_10" 2 83 167035.191499457
"180.0-360.0" "Bdy-sys_10" "Adv-Ev_80" 4 89 149164.120684839
"720.0-900.0" "Bdy-sys_9" "Adv-Ev_73" 3 29 42990.4970998331
"360.0-540.0" "Bdy-sys_14" "Adv-Ev_146" 3 70 122426.281229666
"900.0-1080.0" "Bdy-sys_9" "Adv-Ev_68" 4 2 15106.9814042255
"900.0-1080.0" "Bdy-sys_15" "Adv-Ev_154" 1 6 13522.8048475566
"0.0-180.0" "Bdy-sys_12" "Adv-Ev_115" 2 84 165731.805656976
"720.0-900.0" "Bdy-sys_4" "Adv-Ev_27" 2 24 44508.1626932242
"360.0-540.0" "Bdy-sys_9" "Adv-Ev_68" 2 49 118252.632873371
"0.0-180.0" "Bdy-sys_12" "Adv-Ev_109" 2 92 164293.911159315
"900.0-1080.0" "Bdy-sys_14" "Adv-Ev_139" 1 9 12452.7155716733
"720.0-900.0" "Bdy-sys_13" "Adv-Ev_118" 2 29 45676.9869396804
"540.0-720.0" "Bdy-sys_9" "Adv-Ev_68" 4 27 79259.9878789454
"540.0-720.0" "Bdy-sys_1" "Adv-Ev_2" 4 37 78305.518594294
"180.0-360.0" "Bdy-sys_10" "Adv-Ev_86" 4 93 148303.157689336
"720.0-900.0" "Bdy-sys_5" "Adv-Ev_41" 4 24 44132.5137965174
"540.0-720.0" "Bdy-sys_13" "Adv-Ev_126" 4 38 74858.4764282581
"180.0-360.0" "Bdy-sys_13" "Adv-Ev_117" 4 76 149350.991336377
"180.0-360.0" "Bdy-sys_8" "Adv-Ev_65" 4 88 148717.992233341
"540.0-720.0" "Bdy-sys_7" "Adv-Ev_58" 4 35 76134.153265671
"900.0-1080.0" "Bdy-sys_15" "Adv-Ev_150" 2 6 13667.5622511558
"0.0-180.0" "Bdy-sys_15" "Adv-Ev_152" 3 94 166052.482519503
"360.0-540.0" "Bdy-sys_11" "Adv-Ev_99" 3 78 119134.895876743
"900.0-1080.0" "Bdy-sys_7" "Adv-Ev_54" 2 5 11988.6512483952
"540.0-720.0" "Bdy-sys_11" "Adv-Ev_92" 2 47 76282.0266286543
"720.0-900.0" "Bdy-sys_13" "Adv-Ev_127" 4 20 43915.4900404205
"180.0-360.0" "Bdy-sys_5" "Adv-Ev_41" 4 74 148789.75855129
"720.0-900.0" "Bdy-sys_8" "Adv-Ev_65" 3 33 43582.2899354975
"0.0-180.0" "Bdy-sys_6" "Adv-Ev_49" 3 98 165271.774788631
"720.0-900.0" "Bdy-sys_14" "Adv-Ev_133" 1 24 41151.4504918293
"360.0-540.0" "Bdy-sys_2" "Adv-Ev_18" 3 66 119215.413083228
"540.0-720.0" "Bdy-sys_15" "Adv-Ev_151" 1 44 79247.8346738579
"180.0-360.0" "Bdy-sys_12" "Adv-Ev_109" 3 84 149253.544925838
"0.0-180.0" "Bdy-sys_1" "Adv-Ev_4" 4 99 164059.258524158
"180.0-360.0" "Bdy-sys_11" "Adv-Ev_96" 1 76 141926.725018545
"0.0-180.0" "Bdy-sys_14" "Adv-Ev_137" 4 99 165351.185863374
"0.0-180.0" "Bdy-sys_15" "Adv-Ev_148" 2 97 164669.746182598
"540.0-720.0" "Bdy-sys_5" "Adv-Ev_42" 3 47 79524.5373151142
"540.0-720.0" "Bdy-sys_1" "Adv-Ev_6" 2 37 76963.479694294
"0.0-180.0" "Bdy-sys_1" "Adv-Ev_5" 3 99 165183.086094571
"900.0-1080.0" "Bdy-sys_9" "Adv-Ev_75" 4 7 12555.7199548722
"0.0-180.0" "Bdy-sys_2" "Adv-Ev_18" 2 108 164160.483385275
"720.0-900.0" "Bdy-sys_1" "Adv-Ev_5" 3 32 43819.2478983516
"0.0-180.0" "Bdy-sys_5" "Adv-Ev_38" 3 109 164555.102567712
"180.0-360.0" "Bdy-sys_5" "Adv-Ev_35" 4 99 150946.081739226
"180.0-360.0" "Bdy-sys_7" "Adv-Ev_60" 1 88 143043.832175882
"540.0-720.0" "Bdy-sys_11" "Adv-Ev_101" 1 40 74634.4297944616
"720.0-900.0" "Bdy-sys_13" "Adv-Ev_131" 3 31 44672.0747865614
"180.0-360.0" "Bdy-sys_11" "Adv-Ev_97" 2 76 150113.850792966
"180.0-360.0" "Bdy-sys_6" "Adv-Ev_46" 1 80 145885.693262877
"0.0-180.0" "Bdy-sys_1" "Adv-Ev_6" 3 110 163490.09997257
"0.0-180.0" "Bdy-sys_14" "Adv-Ev_140" 3 98 165256.146960409
"720.0-900.0" "Bdy-sys_10" "Adv-Ev_88" 1 31 38430.3340029037
"720.0-900.0" "Bdy-sys_8" "Adv-Ev_61" 4 18 43584.6566089294
"540.0-720.0" "Bdy-sys_13" "Adv-Ev_122" 3 61 80078.2318431539
"360.0-540.0" "Bdy-sys_7" "Adv-Ev_59" 2 65 117770.603034533
"720.0-900.0" "Bdy-sys_13" "Adv-Ev_126" 2 16 42825.3772958356
"720.0-900.0" "Bdy-sys_11" "Adv-Ev_94" 1 20 39025.2718988625
"180.0-360.0" "Bdy-sys_11" "Adv-Ev_95" 2 91 151490.739263981
"180.0-360.0" "Bdy-sys_5" "Adv-Ev_40" 4 84 148865.481641858
"0.0-180.0" "Bdy-sys_1" "Adv-Ev_2" 1 112 158070.248492181
"360.0-540.0" "Bdy-sys_7" "Adv-Ev_60" 2 63 120653.754341122
"540.0-720.0" "Bdy-sys_13" "Adv-Ev_129" 3 59 73597.2115008055
"360.0-540.0" "Bdy-sys_6" "Adv-Ev_53" 2 66 119812.749030125
"180.0-360.0" "Bdy-sys_5" "Adv-Ev_41" 3 84 148789.75855129
"900.0-1080.0" "Bdy-sys_6" "Adv-Ev_43" 2 6 11986.2194530247
"540.0-720.0" "Bdy-sys_5" "Adv-Ev_37" 4 44 77169.06117703
"720.0-900.0" "Bdy-sys_15" "Adv-Ev_152" 3 29 43380.6544195525
"180.0-360.0" "Bdy-sys_13" "Adv-Ev_124" 3 81 150488.597528323
"360.0-540.0" "Bdy-sys_13" "Adv-Ev_130" 4 70 114758.032592045
"360.0-540.0" "Bdy-sys_11" "Adv-Ev_91" 1 62 115374.788658998
"900.0-1080.0" "Bdy-sys_1" "Adv-Ev_5" 4 10 12734.846044314
"720.0-900.0" "Bdy-sys_3" "Adv-Ev_24" 2 16 36643.1896222846
"180.0-360.0" "Bdy-sys_11" "Adv-Ev_108" 3 95 150365.42287798
"360.0-540.0" "Bdy-sys_7" "Adv-Ev_54" 4 66 118799.909787134
"180.0-360.0" "Bdy-sys_13" "Adv-Ev_131" 4 84 149878.390911645
"720.0-900.0" "Bdy-sys_14" "Adv-Ev_135" 1 23 43623.8484264536
"900.0-1080.0" "Bdy-sys_3" "Adv-Ev_25" 4 3 11909.2824836914
"720.0-900.0" "Bdy-sys_9" "Adv-Ev_71" 4 14 45585.4552603092
"540.0-720.0" "Bdy-sys_13" "Adv-Ev_124" 1 40 78172.7733534486
"360.0-540.0" "Bdy-sys_1" "Adv-Ev_10" 4 79 117934.554154975
"0.0-180.0" "Bdy-sys_5" "Adv-Ev_37" 2 79 165506.574722408
"720.0-900.0" "Bdy-sys_2" "Adv-Ev_18" 3 43 45186.2997766268
"180.0-360.0" "Bdy-sys_3" "Adv-Ev_25" 2 102 131071.514195749
"180.0-360.0" "Bdy-sys_6" "Adv-Ev_53" 1 87 140660.657043535
"720.0-900.0" "Bdy-sys_13" "Adv-Ev_125" 2 33 45847.6752195824
"900.0-1080.0" "Bdy-sys_8" "Adv-Ev_63" 2 3 13056.7293189172
"180.0-360.0" "Bdy-sys_4" "Adv-Ev_31" 3 97 150110.231345961
"540.0-720.0" "Bdy-sys_2" "Adv-Ev_11" 2 44 79496.3004732603
"720.0-900.0" "Bdy-sys_10" "Adv-Ev_84" 1 23 41376.2351187194
"360.0-540.0" "Bdy-sys_11" "Adv-Ev_92" 1 60 120032.229680559
"360.0-540.0" "Bdy-sys_15" "Adv-Ev_155" 1 66 119504.579401698
"180.0-360.0" "Bdy-sys_15" "Adv-Ev_150" 2 89 145685.264614242
"0.0-180.0" "Bdy-sys_3" "Adv-Ev_20" 3 174 156909.253752537
"540.0-720.0" "Bdy-sys_11" "Adv-Ev_91" 3 53 79723.7238409459
"360.0-540.0" "Bdy-sys_3" "Adv-Ev_23" 3 83 102030.847437162
"900.0-1080.0" "Bdy-sys_13" "Adv-Ev_124" 1 2 12640.9868760857
"900.0-1080.0" "Bdy-sys_6" "Adv-Ev_47" 3 17 12467.7423448516
"360.0-540.0" "Bdy-sys_12" "Adv-Ev_111" 1 63 114144.264282693
"720.0-900.0" "Bdy-sys_11" "Adv-Ev_96" 4 19 44166.4277251955
"360.0-540.0" "Bdy-sys_7" "Adv-Ev_57" 1 67 113514.874102495
"900.0-1080.0" "Bdy-sys_15" "Adv-Ev_153" 3 17 12500.6857368357
"900.0-1080.0" "Bdy-sys_2" "Adv-Ev_15" 1 10 11036.1321600169
"720.0-900.0" "Bdy-sys_4" "Adv-Ev_28" 3 30 41331.2363955141
"180.0-360.0" "Bdy-sys_14" "Adv-Ev_139" 4 65 150651.713282661
"540.0-720.0" "Bdy-sys_13" "Adv-Ev_126" 1 33 76407.159008429
"900.0-1080.0" "Bdy-sys_13" "Adv-Ev_132" 2 5 11465.4981327307
"180.0-360.0" "Bdy-sys_10" "Adv-Ev_86" 2 93 148303.157689336
"540.0-720.0" "Bdy-sys_15" "Adv-Ev_152" 3 59 76210.3248704553
"180.0-360.0" "Bdy-sys_5" "Adv-Ev_40" 3 94 148865.481641858
"0.0-180.0" "Bdy-sys_14" "Adv-Ev_138" 4 90 164914.953486506
"180.0-360.0" "Bdy-sys_7" "Adv-Ev_58" 3 91 148690.338955952
"720.0-900.0" "Bdy-sys_8" "Adv-Ev_62" 3 31 42677.3472797481
"540.0-720.0" "Bdy-sys_11" "Adv-Ev_95" 1 40 76115.098666378
"540.0-720.0" "Bdy-sys_14" "Adv-Ev_135" 2 54 74204.9853207288
"900.0-1080.0" "Bdy-sys_1" "Adv-Ev_8" 1 11 13285.3260108029
"0.0-180.0" "Bdy-sys_13" "Adv-Ev_119" 1 87 159647.916789433
"360.0-540.0" "Bdy-sys_12" "Adv-Ev_109" 2 63 120046.915009694
"180.0-360.0" "Bdy-sys_5" "Adv-Ev_39" 4 83 150394.080504427
"0.0-180.0" "Bdy-sys_14" "Adv-Ev_136" 3 96 165810.875223463
"360.0-540.0" "Bdy-sys_10" "Adv-Ev_82" 4 65 118416.087136392
"0.0-180.0" "Bdy-sys_11" "Adv-Ev_104" 3 105 164297.488549499
"540.0-720.0" "Bdy-sys_11" "Adv-Ev_90" 4 41 75314.2601943322
"540.0-720.0" "Bdy-sys_15" "Adv-Ev_147" 4 50 74676.0362478346
"180.0-360.0" "Bdy-sys_10" "Adv-Ev_84" 1 86 143806.720310112
"900.0-1080.0" "Bdy-sys_13" "Adv-Ev_118" 1 6 12764.699564058
"900.0-1080.0" "Bdy-sys_7" "Adv-Ev_60" 3 20 13215.5464965323
"540.0-720.0" "Bdy-sys_12" "Adv-Ev_116" 1 48 75800.5491641631
"0.0-180.0" "Bdy-sys_11" "Adv-Ev_106" 2 93 164570.097902516
"0.0-180.0" "Bdy-sys_14" "Adv-Ev_145" 3 94 165713.602485196
"0.0-180.0" "Bdy-sys_15" "Adv-Ev_154" 1 92 158651.552854458
"0.0-180.0" "Bdy-sys_15" "Adv-Ev_152" 4 84 166052.482519503
"180.0-360.0" "Bdy-sys_10" "Adv-Ev_77" 3 89 149860.829214551
"180.0-360.0" "Bdy-sys_14" "Adv-Ev_138" 3 80 150914.726071205
"0.0-180.0" "Bdy-sys_14" "Adv-Ev_145" 4 84 165713.602485196
"0.0-180.0" "Bdy-sys_6" "Adv-Ev_53" 4 77 165581.719557991
"0.0-180.0" "Bdy-sys_13" "Adv-Ev_131" 4 92 164525.24831373
"540.0-720.0" "Bdy-sys_15" "Adv-Ev_151" 4 45 78911.2659484306
"720.0-900.0" "Bdy-sys_13" "Adv-Ev_131" 4 21 44672.0747865614
"720.0-900.0" "Bdy-sys_10" "Adv-Ev_76" 2 21 43805.2674403122
"360.0-540.0" "Bdy-sys_15" "Adv-Ev_150" 2 63 115758.937757208
"900.0-1080.0" "Bdy-sys_6" "Adv-Ev_47" 1 6 12519.0765626593
"180.0-360.0" "Bdy-sys_9" "Adv-Ev_75" 1 88 144755.888796806
"180.0-360.0" "Bdy-sys_12" "Adv-Ev_113" 3 87 149957.468862372
"360.0-540.0" "Bdy-sys_11" "Adv-Ev_106" 2 52 119865.070076666
"540.0-720.0" "Bdy-sys_13" "Adv-Ev_130" 3 68 72515.7478004629
"900.0-1080.0" "Bdy-sys_14" "Adv-Ev_136" 1 8 11792.8896909666
"360.0-540.0" "Bdy-sys_1" "Adv-Ev_5" 2 68 117990.338367416
"180.0-360.0" "Bdy-sys_14" "Adv-Ev_136" 2 86 150711.440078409
"540.0-720.0" "Bdy-sys_2" "Adv-Ev_14" 3 55 75340.1061961257
"180.0-360.0" "Bdy-sys_3" "Adv-Ev_21" 3 132 128288.710240278
"900.0-1080.0" "Bdy-sys_11" "Adv-Ev_105" 3 17 13597.6329440178
"180.0-360.0" "Bdy-sys_14" "Adv-Ev_141" 3 79 148752.144919319
"540.0-720.0" "Bdy-sys_12" "Adv-Ev_109" 4 52 77938.9121001402
